Data,Hora (UTC),Temp. Ins. (C),Umi. Ins. (%)
2024-10-06,2300,28.7,31.0
2024-10-07,0,27.1,37.0
2024-10-07,100,25.4,44.0
2024-10-07,200,23.7,56.0
2024-10-07,300,23.8,57.0
2024-10-07,400,22.3,62.0
2024-10-07,500,21.7,64.0
2024-10-07,600,20.6,67.0
2024-10-07,700,21.3,64.0
2024-10-07,800,21.0,64.0
2024-10-07,900,22.2,58.0
2024-10-07,1000,22.2,62.0
2024-10-07,1100,25.2,52.0
2024-10-07,1200,28.2,40.0
2024-10-07,1300,30.5,33.0
2024-10-07,1400,32.6,28.0
2024-10-07,1500,33.2,25.0
2024-10-07,1600,32.7,23.0
2024-10-07,1700,33.0,24.0
2024-10-07,1800,32.4,29.0
2024-10-07,1900,31.2,32.0
2024-10-07,2000,24.2,59.0
2024-10-07,2100,24.8,55.0
2024-10-07,2200,23.9,51.0
2024-10-07,2300,23.5,55.0
2024-10-08,0,23.9,59.0
2024-10-08,100,24.1,61.0
2024-10-08,200,24.4,61.0
2024-10-08,300,24.2,63.0
2024-10-08,400,24.4,62.0
2024-10-08,500,24.3,63.0
2024-10-08,600,22.1,71.0
2024-10-08,700,22.3,71.0
2024-10-08,800,22.3,73.0
2024-10-08,900,22.5,73.0
2024-10-08,1000,21.8,74.0
2024-10-08,1100,21.6,79.0
2024-10-08,1200,26.3,56.0
2024-10-08,1300,29.3,43.0
2024-10-08,1400,30.0,45.0
2024-10-08,1500,28.8,51.0
2024-10-08,1600,25.5,58.0
2024-10-08,1700,27.8,52.0
2024-10-08,1800,28.7,46.0
2024-10-08,1900,29.0,38.0
2024-10-08,2000,28.7,42.0
2024-10-08,2100,27.4,49.0
2024-10-08,2200,26.0,56.0
2024-10-08,2300,24.9,59.0
2024-10-09,0,24.1,61.0
2024-10-09,100,23.5,63.0
2024-10-09,200,22.9,65.0
2024-10-09,300,22.5,67.0
2024-10-09,400,24.0,65.0
2024-10-09,500,23.3,67.0
2024-10-09,600,21.7,76.0
2024-10-09,700,20.2,81.0
2024-10-09,800,21.2,77.0
2024-10-09,900,22.5,70.0
2024-10-09,1000,22.8,65.0
2024-10-09,1100,23.6,63.0
2024-10-09,1200,25.4,58.0
2024-10-09,1300,27.4,49.0
2024-10-09,1400,29.5,41.0
2024-10-09,1500,29.5,40.0
2024-10-09,1600,29.2,44.0
2024-10-09,1700,31.7,32.0
2024-10-09,1800,31.0,33.0
2024-10-09,1900,31.6,32.0
2024-10-09,2000,30.1,38.0
2024-10-09,2100,28.1,45.0
2024-10-09,2200,27.3,47.0
2024-10-09,2300,25.8,55.0
2024-10-10,0,25.4,56.0
2024-10-10,100,25.1,58.0
2024-10-10,200,24.5,61.0
2024-10-10,300,24.1,63.0
2024-10-10,400,23.6,66.0
2024-10-10,500,21.6,75.0
2024-10-10,600,20.2,84.0
2024-10-10,700,19.5,88.0
2024-10-10,800,19.5,85.0
2024-10-10,900,18.5,95.0
2024-10-10,1000,19.0,93.0
2024-10-10,1100,19.3,89.0
2024-10-10,1200,20.8,80.0
2024-10-10,1300,22.5,70.0
2024-10-10,1400,24.0,65.0
2024-10-10,1500,24.6,62.0
2024-10-10,1600,24.8,64.0
2024-10-10,1700,27.2,55.0
2024-10-10,1800,26.7,54.0
2024-10-10,1900,25.5,58.0
2024-10-10,2000,24.9,60.0
2024-10-10,2100,24.0,64.0
2024-10-10,2200,23.7,66.0
2024-10-10,2300,23.8,66.0
2024-10-11,0,22.9,72.0
2024-10-11,100,21.9,80.0
2024-10-11,200,20.7,85.0
2024-10-11,300,21.9,81.0
2024-10-11,400,20.5,86.0
2024-10-11,500,19.0,90.0
2024-10-11,600,21.0,84.0
2024-10-11,700,20.2,86.0
2024-10-11,800,20.5,79.0
2024-10-11,900,20.7,83.0
2024-10-11,1000,21.3,83.0
2024-10-11,1100,23.4,73.0
2024-10-11,1200,25.0,64.0
2024-10-11,1300,27.2,52.0
2024-10-11,1400,29.4,44.0
2024-10-11,1500,31.4,37.0
2024-10-11,1600,30.5,36.0
2024-10-11,1700,30.3,35.0
2024-10-11,1800,29.7,40.0
2024-10-11,1900,27.6,48.0
2024-10-11,2000,22.0,78.0
2024-10-11,2100,21.1,75.0
2024-10-11,2200,20.5,89.0
2024-10-11,2300,19.9,94.0
2024-10-12,0,20.1,93.0
2024-10-12,100,20.0,94.0
2024-10-12,200,20.1,96.0
2024-10-12,300,20.3,96.0
2024-10-12,400,20.3,91.0
2024-10-12,500,19.1,91.0
2024-10-12,600,18.7,94.0
2024-10-12,700,18.7,95.0
2024-10-12,800,18.7,92.0
2024-10-12,900,18.7,93.0
2024-10-12,1000,19.3,89.0
2024-10-12,1100,20.8,82.0
2024-10-12,1200,22.3,77.0
2024-10-12,1300,23.4,71.0
2024-10-12,1400,24.9,65.0
2024-10-12,1500,26.0,59.0
2024-10-12,1600,26.8,56.0
2024-10-12,1700,27.3,53.0
2024-10-12,1800,29.3,46.0
2024-10-12,1900,27.2,48.0
2024-10-12,2000,26.8,52.0
2024-10-12,2100,24.7,67.0
2024-10-12,2200,24.3,70.0
2024-10-12,2300,24.3,69.0
2024-10-13,0,22.1,82.0
2024-10-13,100,22.3,76.0
2024-10-13,200,21.2,85.0
2024-10-13,300,21.2,83.0
2024-10-13,400,21.8,75.0
2024-10-13,500,21.2,80.0
2024-10-13,600,20.5,80.0
2024-10-13,700,19.7,86.0
2024-10-13,800,19.6,85.0
2024-10-13,900,20.6,83.0
2024-10-13,1000,21.1,76.0
2024-10-13,1100,22.5,70.0
2024-10-13,1200,24.9,64.0
2024-10-13,1300,26.8,54.0
2024-10-13,1400,28.7,46.0
2024-10-13,1500,29.6,41.0
2024-10-13,1600,29.7,39.0
2024-10-13,1700,31.3,34.0
2024-10-13,1800,29.7,41.0
2024-10-13,1900,28.9,42.0
2024-10-13,2000,28.6,41.0
2024-10-13,2100,27.8,44.0
2024-10-13,2200,27.0,49.0
2024-10-13,2300,25.4,57.0
2024-10-14,0,24.8,60.0
2024-10-14,100,23.6,61.0
2024-10-14,200,23.8,58.0
2024-10-14,300,22.6,66.0
2024-10-14,400,21.4,76.0
2024-10-14,500,20.9,80.0
2024-10-14,600,20.5,81.0
2024-10-14,700,21.1,74.0
2024-10-14,800,21.0,73.0
2024-10-14,900,20.9,75.0
2024-10-14,1000,22.2,71.0
2024-10-14,1100,23.6,68.0
2024-10-14,1200,24.0,66.0
2024-10-14,1300,26.7,54.0
2024-10-14,1400,27.9,49.0
2024-10-14,1500,29.2,45.0
2024-10-14,1600,29.1,43.0
2024-10-14,1700,29.1,43.0
2024-10-14,1800,28.0,47.0
2024-10-14,1900,29.6,43.0
2024-10-14,2000,27.7,47.0
2024-10-14,2100,27.3,50.0
2024-10-14,2200,20.3,94.0
2024-10-14,2300,19.1,97.0
2024-10-15,0,20.3,97.0
2024-10-15,100,20.6,97.0
2024-10-15,200,21.4,89.0
2024-10-15,300,20.9,95.0
2024-10-15,400,21.3,96.0
2024-10-15,500,20.6,94.0
2024-10-15,600,21.2,91.0
2024-10-15,700,21.9,76.0
2024-10-15,800,21.7,75.0
2024-10-15,900,19.9,90.0
2024-10-15,1000,20.5,86.0
2024-10-15,1100,20.9,80.0
2024-10-15,1200,20.9,85.0
2024-10-15,1300,21.6,82.0
2024-10-15,1400,21.1,84.0
2024-10-15,1500,21.0,83.0
2024-10-15,1600,21.6,79.0
2024-10-15,1700,20.5,91.0
2024-10-15,1800,21.1,85.0
2024-10-15,1900,21.1,86.0
2024-10-15,2000,20.6,90.0
2024-10-15,2100,20.6,89.0
2024-10-15,2200,19.7,94.0
2024-10-15,2300,19.7,93.0
2024-10-16,0,19.5,92.0
2024-10-16,100,19.4,91.0
2024-10-16,200,18.8,95.0
2024-10-16,300,19.9,86.0
2024-10-16,400,19.7,87.0
2024-10-16,500,19.1,89.0
2024-10-16,600,19.2,90.0
2024-10-16,700,19.4,92.0
2024-10-16,800,19.8,88.0
2024-10-16,900,19.3,90.0
2024-10-16,1000,20.2,83.0
2024-10-16,1100,21.4,77.0
2024-10-16,1200,22.7,73.0
2024-10-16,1300,26.0,62.0
2024-10-16,1400,25.5,60.0
2024-10-16,1500,26.5,55.0
2024-10-16,1600,25.1,59.0
2024-10-16,1700,19.7,93.0
2024-10-16,1800,18.7,94.0
2024-10-16,1900,20.0,96.0
2024-10-16,2000,20.4,91.0
2024-10-16,2100,20.5,92.0
2024-10-16,2200,19.9,96.0
2024-10-16,2300,19.8,92.0
2024-10-17,0,19.8,93.0
2024-10-17,100,19.5,94.0
2024-10-17,200,19.8,95.0
2024-10-17,300,19.0,96.0
2024-10-17,400,19.2,95.0
2024-10-17,500,18.8,95.0
2024-10-17,600,18.6,96.0
2024-10-17,700,18.6,95.0
2024-10-17,800,18.0,96.0
2024-10-17,900,18.0,97.0
2024-10-17,1000,19.0,97.0
2024-10-17,1100,22.3,81.0
2024-10-17,1200,24.7,63.0
2024-10-17,1300,26.6,57.0
2024-10-17,1400,25.4,60.0
2024-10-17,1500,18.1,94.0
2024-10-17,1600,17.4,95.0
2024-10-17,1700,18.3,95.0
2024-10-17,1800,17.8,96.0
2024-10-17,1900,18.0,96.0
2024-10-17,2000,18.5,96.0
2024-10-17,2100,18.4,96.0
2024-10-17,2200,18.5,97.0
2024-10-17,2300,18.4,97.0
2024-10-18,0,18.4,97.0
2024-10-18,100,17.7,97.0
2024-10-18,200,18.1,96.0
2024-10-18,300,17.5,96.0
2024-10-18,400,17.3,96.0
2024-10-18,500,18.2,95.0
2024-10-18,600,18.7,93.0
2024-10-18,700,18.5,94.0
2024-10-18,800,18.6,93.0
2024-10-18,900,18.6,92.0
2024-10-18,1000,19.3,90.0
2024-10-18,1100,20.7,87.0
2024-10-18,1200,22.1,81.0
2024-10-18,1300,23.2,75.0
2024-10-18,1400,22.2,76.0
2024-10-18,1500,25.3,67.0
2024-10-18,1600,26.7,54.0
2024-10-18,1700,24.8,69.0
2024-10-18,1800,21.4,89.0
2024-10-18,1900,22.5,77.0
2024-10-18,2000,21.4,85.0
2024-10-18,2100,17.7,97.0
2024-10-18,2200,18.4,97.0
2024-10-18,2300,18.5,97.0
2024-10-19,0,18.6,97.0
2024-10-19,100,19.1,93.0
2024-10-19,200,18.6,95.0
2024-10-19,300,18.6,96.0
2024-10-19,400,18.4,96.0
2024-10-19,500,18.4,96.0
2024-10-19,600,18.3,96.0
2024-10-19,700,18.2,96.0
2024-10-19,800,18.1,94.0
2024-10-19,900,18.1,92.0
2024-10-19,1000,18.7,90.0
2024-10-19,1100,20.1,86.0
2024-10-19,1200,22.4,76.0
2024-10-19,1300,24.3,70.0
2024-10-19,1400,23.9,69.0
2024-10-19,1500,26.3,59.0
2024-10-19,1600,25.3,60.0
2024-10-19,1700,24.0,64.0
2024-10-19,1800,20.0,95.0
2024-10-19,1900,20.9,92.0
2024-10-19,2000,20.6,92.0
2024-10-19,2100,20.0,89.0
2024-10-19,2200,19.6,91.0
2024-10-19,2300,19.1,92.0
2024-10-20,0,18.9,95.0
2024-10-20,100,18.5,96.0
2024-10-20,200,18.9,94.0
2024-10-20,300,18.9,94.0
2024-10-20,400,19.0,95.0
2024-10-20,500,18.9,95.0
2024-10-20,600,18.9,95.0
2024-10-20,700,18.4,96.0
2024-10-20,800,18.5,96.0
2024-10-20,900,18.5,95.0
2024-10-20,1000,19.7,90.0
2024-10-20,1100,20.4,88.0
2024-10-20,1200,21.2,82.0
2024-10-20,1300,22.8,74.0
2024-10-20,1400,21.2,86.0
2024-10-20,1500,23.5,73.0
2024-10-20,1600,24.2,67.0
2024-10-20,1700,24.9,61.0
2024-10-20,1800,25.4,61.0
2024-10-20,1900,24.2,66.0
2024-10-20,2000,23.7,68.0
2024-10-20,2100,22.8,73.0
2024-10-20,2200,21.6,81.0
2024-10-20,2300,21.8,79.0
2024-10-21,0,21.4,81.0
2024-10-21,100,20.7,89.0
2024-10-21,200,20.1,93.0
2024-10-21,300,20.5,92.0
2024-10-21,400,20.6,92.0
2024-10-21,500,20.1,93.0
2024-10-21,600,19.9,95.0
2024-10-21,700,19.5,96.0
2024-10-21,800,19.3,95.0
2024-10-21,900,19.3,96.0
2024-10-21,1000,19.9,95.0
2024-10-21,1100,20.4,90.0
2024-10-21,1200,21.9,85.0
2024-10-21,1300,23.2,75.0
2024-10-21,1400,25.6,65.0
2024-10-21,1500,26.2,62.0
2024-10-21,1600,26.2,62.0
2024-10-21,1700,27.5,52.0
2024-10-21,1800,27.4,54.0
2024-10-21,1900,25.5,61.0
2024-10-21,2000,24.0,71.0
2024-10-21,2100,23.5,72.0
2024-10-21,2200,22.3,76.0
2024-10-21,2300,20.4,94.0
2024-10-22,0,20.2,95.0
2024-10-22,100,20.0,95.0
2024-10-22,200,20.3,95.0
2024-10-22,300,20.1,95.0
2024-10-22,400,20.0,94.0
2024-10-22,500,19.6,94.0
2024-10-22,600,19.7,93.0
2024-10-22,700,19.6,93.0
2024-10-22,800,19.2,92.0
2024-10-22,900,19.0,93.0
2024-10-22,1000,19.1,93.0
2024-10-22,1100,21.4,84.0
2024-10-22,1200,23.0,78.0
2024-10-22,1300,25.1,66.0
2024-10-22,1400,26.3,59.0
2024-10-22,1500,28.1,51.0
2024-10-22,1600,28.6,51.0
2024-10-22,1700,26.9,55.0
2024-10-22,1800,25.3,67.0
2024-10-22,1900,23.4,76.0
2024-10-22,2000,18.7,94.0
2024-10-22,2100,18.8,98.0
2024-10-22,2200,18.5,97.0
2024-10-22,2300,18.6,98.0
2024-10-23,0,18.6,97.0
2024-10-23,100,18.3,97.0
2024-10-23,200,18.5,98.0
2024-10-23,300,18.8,98.0
2024-10-23,400,18.6,97.0
2024-10-23,500,18.6,98.0
2024-10-23,600,19.3,98.0
2024-10-23,700,19.4,97.0
2024-10-23,800,19.3,97.0
2024-10-23,900,19.5,97.0
2024-10-23,1000,21.6,85.0
2024-10-23,1100,23.1,76.0
2024-10-23,1200,24.8,68.0
2024-10-23,1300,25.8,65.0
2024-10-23,1400,26.6,62.0
2024-10-23,1500,29.5,50.0
2024-10-23,1600,28.3,49.0
2024-10-23,1700,22.4,82.0
2024-10-23,1800,22.3,84.0
2024-10-23,1900,22.6,79.0
2024-10-23,2000,22.5,80.0
2024-10-23,2100,21.6,89.0
2024-10-23,2200,21.5,92.0
2024-10-23,2300,21.0,90.0
2024-10-24,0,21.0,91.0
2024-10-24,100,20.4,94.0
2024-10-24,200,20.5,94.0
2024-10-24,300,19.9,95.0
2024-10-24,400,19.6,96.0
2024-10-24,500,19.5,96.0
2024-10-24,600,19.5,97.0
2024-10-24,700,19.6,97.0
2024-10-24,800,19.8,97.0
2024-10-24,900,20.1,97.0
2024-10-24,1000,22.1,94.0
2024-10-24,1100,25.4,65.0
2024-10-24,1200,26.3,63.0
2024-10-24,1300,28.2,55.0
2024-10-24,1400,20.0,87.0
2024-10-24,1500,25.7,77.0
2024-10-24,1600,26.0,70.0
2024-10-24,1700,24.6,71.0
2024-10-24,1800,23.7,75.0
2024-10-24,1900,24.2,70.0
2024-10-24,2000,24.1,68.0
2024-10-24,2100,23.2,72.0
2024-10-24,2200,22.0,82.0
2024-10-24,2300,21.6,84.0
2024-10-25,0,21.7,87.0
2024-10-25,100,21.4,88.0
2024-10-25,200,20.9,82.0
2024-10-25,400,19.8,95.0
2024-10-25,500,19.1,93.0
2024-10-25,600,18.9,96.0
2024-10-25,700,18.7,96.0
2024-10-25,800,18.9,96.0
2024-10-25,900,18.9,97.0
2024-10-25,1000,19.4,97.0
2024-10-25,1100,20.1,94.0
2024-10-25,1200,20.0,94.0
2024-10-25,1300,19.0,97.0
2024-10-25,1400,19.9,97.0
2024-10-25,1500,20.2,95.0
2024-10-25,1600,22.3,84.0
2024-10-25,1700,24.5,71.0
2024-10-25,1800,25.7,63.0
2024-10-25,1900,26.2,63.0
2024-10-25,2000,25.4,61.0
2024-10-25,2100,23.6,71.0
2024-10-25,2200,22.9,77.0
2024-10-25,2300,22.7,83.0
2024-10-26,0,21.6,91.0
2024-10-26,100,21.2,94.0
2024-10-26,200,21.2,94.0
2024-10-26,300,20.4,94.0
2024-10-26,400,20.4,96.0
2024-10-26,500,19.5,96.0
2024-10-26,600,20.1,97.0
2024-10-26,700,20.8,95.0
2024-10-26,800,20.6,95.0
2024-10-26,900,20.6,96.0
2024-10-26,1000,22.4,81.0
2024-10-26,1100,24.4,71.0
2024-10-26,1200,25.1,65.0
2024-10-26,1300,25.5,63.0
2024-10-26,1400,27.1,59.0
2024-10-26,1500,28.0,49.0
2024-10-26,1600,28.7,49.0
2024-10-26,1700,29.1,46.0
2024-10-26,1800,26.7,58.0
2024-10-26,1900,28.6,52.0
2024-10-26,2000,27.9,49.0
2024-10-26,2100,26.4,59.0
2024-10-26,2200,25.2,66.0
2024-10-26,2300,24.1,69.0
2024-10-27,0,23.7,70.0
2024-10-27,100,23.6,68.0
2024-10-27,200,22.4,77.0
2024-10-27,300,21.6,83.0
2024-10-27,400,20.9,81.0
2024-10-27,500,18.7,91.0
2024-10-27,600,19.5,84.0
2024-10-27,700,19.3,89.0
2024-10-27,800,20.4,85.0
2024-10-27,900,20.9,85.0
2024-10-27,1000,21.1,83.0
2024-10-27,1100,20.6,85.0
2024-10-27,1200,21.4,83.0
2024-10-27,1300,22.9,70.0
2024-10-27,1400,24.3,63.0
2024-10-27,1500,25.8,50.0
2024-10-27,1600,24.9,55.0
2024-10-27,1700,25.9,52.0
2024-10-27,1800,26.7,52.0
2024-10-27,1900,28.1,47.0
2024-10-27,2000,27.4,50.0
2024-10-27,2100,25.5,59.0
2024-10-27,2200,22.9,74.0
2024-10-27,2300,23.3,73.0
2024-10-28,0,22.4,76.0
2024-10-28,100,22.8,74.0
2024-10-28,200,22.8,77.0
2024-10-28,300,22.7,79.0
2024-10-28,400,22.5,82.0
2024-10-28,500,21.8,85.0
2024-10-28,600,20.8,88.0
2024-10-28,700,20.4,90.0
2024-10-28,800,20.4,91.0
2024-10-28,900,20.3,92.0
2024-10-28,1000,20.2,91.0
2024-10-28,1100,20.9,89.0
2024-10-28,1200,21.3,87.0
2024-10-28,1300,22.4,80.0
2024-10-28,1400,21.9,83.0
2024-10-28,1500,24.9,70.0
2024-10-28,1600,26.6,65.0
2024-10-28,1700,27.6,55.0
2024-10-28,1800,28.6,51.0
2024-10-28,1900,28.9,44.0
2024-10-28,2000,27.4,51.0
2024-10-28,2100,26.4,57.0
2024-10-28,2200,24.8,64.0
2024-10-28,2300,24.2,69.0
2024-10-29,0,23.8,72.0
2024-10-29,100,23.5,74.0
2024-10-29,200,21.0,82.0
2024-10-29,300,18.7,92.0
2024-10-29,400,18.2,94.0
2024-10-29,500,17.8,91.0
2024-10-29,600,18.1,89.0
2024-10-29,700,18.3,87.0
2024-10-29,800,18.3,89.0
2024-10-29,900,19.0,88.0
2024-10-29,1000,18.9,91.0
2024-10-29,1100,20.3,82.0
2024-10-29,1200,21.5,79.0
2024-10-29,1300,22.1,78.0
2024-10-29,1400,23.8,71.0
2024-10-29,1500,25.5,64.0
2024-10-29,1600,26.1,60.0
2024-10-29,1700,26.3,53.0
2024-10-29,1800,25.9,56.0
2024-10-29,1900,25.6,59.0
2024-10-29,2000,26.3,53.0
2024-10-29,2100,24.8,58.0
2024-10-29,2200,23.1,74.0
2024-10-29,2300,22.7,77.0
2024-10-30,0,21.8,79.0
2024-10-30,100,20.5,87.0
2024-10-30,200,20.0,88.0
2024-10-30,300,19.6,89.0
2024-10-30,400,19.5,90.0
2024-10-30,500,19.5,90.0
2024-10-30,600,19.2,90.0
2024-10-30,700,18.8,95.0
2024-10-30,800,18.8,95.0
2024-10-30,900,18.7,96.0
2024-10-30,1000,19.5,94.0
2024-10-30,1100,20.7,89.0
2024-10-30,1200,21.1,88.0
2024-10-30,1300,20.7,88.0
2024-10-30,1400,21.9,82.0
2024-10-30,1500,21.9,82.0
2024-10-30,1600,21.5,82.0
2024-10-30,1700,22.0,76.0
2024-10-30,1800,23.4,69.0
2024-10-30,1900,23.4,69.0
2024-10-30,2000,22.8,73.0
2024-10-30,2100,22.3,75.0
2024-10-30,2200,21.7,80.0
2024-10-30,2300,21.3,82.0
2024-10-31,0,20.8,85.0
2024-10-31,100,20.3,88.0
2024-10-31,200,19.7,90.0
2024-10-31,300,19.7,92.0
2024-10-31,400,19.9,92.0
2024-10-31,500,19.8,92.0
2024-10-31,600,19.6,92.0
2024-10-31,700,19.6,91.0
2024-10-31,800,18.6,92.0
2024-10-31,900,17.0,96.0
2024-10-31,1000,17.6,93.0
2024-10-31,1100,18.5,90.0
2024-10-31,1200,19.5,86.0
2024-10-31,1300,20.9,77.0
2024-10-31,1400,21.6,77.0
2024-10-31,1500,22.2,73.0
2024-10-31,1600,22.4,72.0
2024-10-31,1700,22.3,75.0
2024-10-31,1800,22.1,72.0
2024-10-31,1900,20.9,76.0
2024-10-31,2000,19.9,80.0
2024-10-31,2100,18.6,85.0
2024-10-31,2200,17.9,89.0
2024-10-31,2300,18.0,89.0
2024-11-01,0,17.8,88.0
2024-11-01,100,17.9,87.0
2024-11-01,200,18.1,86.0
2024-11-01,300,18.5,84.0
2024-11-01,400,18.0,89.0
2024-11-01,500,17.4,90.0
2024-11-01,600,17.3,93.0
2024-11-01,700,18.0,83.0
2024-11-01,800,18.2,81.0
2024-11-01,900,18.7,78.0
2024-11-01,1000,19.5,78.0
2024-11-01,1100,20.1,74.0
2024-11-01,1200,21.6,71.0
2024-11-01,1300,23.1,68.0
2024-11-01,1400,24.4,63.0
2024-11-01,1500,23.7,64.0
2024-11-01,1600,23.6,66.0
2024-11-01,1700,24.3,66.0
2024-11-01,1800,24.3,63.0
2024-11-01,1900,23.5,64.0
2024-11-01,2000,22.8,69.0
2024-11-01,2100,21.7,76.0
2024-11-01,2200,21.1,74.0
2024-11-01,2300,20.8,77.0
2024-11-02,0,20.5,80.0
2024-11-02,100,20.7,82.0
2024-11-02,200,20.5,83.0
2024-11-02,300,20.5,85.0
2024-11-02,400,20.3,87.0
2024-11-02,500,20.4,87.0
2024-11-02,600,20.4,86.0
2024-11-02,700,19.5,91.0
2024-11-02,800,19.0,94.0
2024-11-02,900,19.8,89.0
2024-11-02,1000,20.3,86.0
2024-11-02,1100,20.6,85.0
2024-11-02,1200,22.1,79.0
2024-11-02,1300,23.9,71.0
2024-11-02,1400,25.1,65.0
2024-11-02,1500,25.7,62.0
2024-11-02,1600,23.2,77.0
2024-11-02,1700,25.8,63.0
2024-11-02,1800,24.4,71.0
2024-11-02,1900,23.3,72.0
2024-11-02,2000,22.4,79.0
2024-11-02,2100,22.2,78.0
2024-11-02,2200,21.8,79.0
2024-11-02,2300,20.1,89.0
2024-11-03,0,20.3,89.0
2024-11-03,100,20.5,92.0
2024-11-03,200,20.3,91.0
2024-11-03,300,20.4,91.0
2024-11-03,400,20.2,93.0
2024-11-03,500,20.7,91.0
2024-11-03,600,20.4,90.0
2024-11-03,700,19.7,90.0
2024-11-03,800,19.5,92.0
2024-11-03,900,19.2,91.0
2024-11-03,1000,19.1,93.0
2024-11-03,1100,20.0,87.0
2024-11-03,1200,22.2,76.0
2024-11-03,1300,22.4,78.0
2024-11-03,1400,23.4,74.0
2024-11-03,1500,25.3,67.0
2024-11-03,1600,25.7,62.0
2024-11-03,1700,25.9,61.0
2024-11-03,1800,27.1,54.0
2024-11-03,1900,25.5,60.0
2024-11-03,2000,25.9,59.0
2024-11-03,2100,24.7,63.0
2024-11-03,2200,23.7,67.0
2024-11-03,2300,23.0,77.0
2024-11-04,0,22.7,78.0
2024-11-04,100,22.3,81.0
2024-11-04,200,22.3,80.0
2024-11-04,300,21.4,82.0
2024-11-04,400,21.4,83.0
2024-11-04,500,21.1,84.0
2024-11-04,600,21.1,85.0
2024-11-04,700,20.9,86.0
2024-11-04,800,20.8,86.0
2024-11-04,900,21.1,81.0
2024-11-04,1000,22.0,77.0
2024-11-04,1100,23.0,70.0
2024-11-04,1200,25.2,59.0
2024-11-04,1300,26.4,55.0
2024-11-04,1400,27.3,52.0
2024-11-04,1500,27.6,52.0
2024-11-04,1600,26.8,55.0
2024-11-04,1700,26.1,60.0
2024-11-04,1800,28.8,46.0
2024-11-04,1900,27.8,48.0
2024-11-04,2000,23.0,76.0
2024-11-04,2100,21.7,81.0
2024-11-04,2200,22.0,80.0
2024-11-04,2300,21.1,90.0
2024-11-05,0,20.4,94.0
2024-11-05,100,19.7,96.0
2024-11-05,200,19.3,97.0
2024-11-05,300,19.5,97.0
2024-11-05,400,17.9,97.0
2024-11-05,500,17.8,97.0
2024-11-05,600,18.0,98.0
2024-11-05,700,18.1,98.0
2024-11-05,800,18.4,97.0
2024-11-05,900,18.3,97.0
2024-11-05,1000,18.7,97.0
2024-11-05,1100,19.0,95.0
2024-11-05,1200,19.2,95.0
2024-11-05,1300,19.3,92.0
2024-11-05,1400,19.6,93.0
2024-11-05,1500,20.1,93.0
2024-11-05,1600,20.4,91.0
2024-11-05,1700,20.0,87.0
2024-11-05,1800,20.0,90.0
2024-11-05,1900,20.4,89.0
2024-11-05,2000,20.5,87.0
2024-11-05,2100,20.0,89.0
2024-11-05,2200,19.8,90.0
2024-11-05,2300,19.6,92.0
2024-11-06,0,19.6,92.0
2024-11-06,100,19.6,88.0
2024-11-06,200,19.4,92.0
2024-11-06,300,19.3,93.0
2024-11-06,400,19.3,93.0
2024-11-06,500,19.0,94.0
2024-11-06,600,18.6,95.0
2024-11-06,700,18.3,95.0
2024-11-06,800,17.8,94.0
2024-11-06,900,17.8,95.0
2024-11-06,1000,18.7,92.0
2024-11-06,1100,19.5,87.0
2024-11-06,1200,21.5,79.0
2024-11-06,1300,23.7,74.0
2024-11-06,1400,24.6,68.0
2024-11-06,1500,25.0,64.0
2024-11-06,1600,25.1,65.0
2024-11-06,1700,25.0,68.0
2024-11-06,1800,25.3,61.0
2024-11-06,1900,26.4,59.0
2024-11-06,2000,25.2,58.0
2024-11-06,2100,21.4,82.0
2024-11-06,2200,21.7,84.0
2024-11-06,2300,22.4,80.0
2024-11-07,0,22.2,82.0
2024-11-07,100,20.7,91.0
2024-11-07,200,20.5,95.0
2024-11-07,300,20.8,91.0
2024-11-07,400,20.7,93.0
2024-11-07,500,20.7,91.0
2024-11-07,600,20.2,93.0
2024-11-07,700,19.8,96.0
2024-11-07,800,19.8,96.0
2024-11-07,900,20.0,95.0
2024-11-07,1000,20.6,95.0
2024-11-07,1100,21.4,92.0
2024-11-07,1200,22.7,78.0
2024-11-07,1300,24.0,72.0
2024-11-07,1400,24.6,69.0
2024-11-07,1500,26.3,60.0
2024-11-07,1600,23.6,73.0
2024-11-07,1700,20.4,92.0
2024-11-07,1800,20.8,90.0
2024-11-07,1900,21.5,90.0
2024-11-07,2000,20.3,91.0
2024-11-07,2100,19.1,95.0
2024-11-07,2200,19.0,95.0
2024-11-07,2300,18.9,95.0
2024-11-08,0,18.9,96.0
2024-11-08,100,19.0,96.0
2024-11-08,200,18.7,96.0
2024-11-08,300,19.2,96.0
2024-11-08,400,18.5,96.0
2024-11-08,500,18.4,97.0
2024-11-08,600,18.5,97.0
2024-11-08,700,18.7,94.0
2024-11-08,800,18.5,93.0
2024-11-08,900,18.4,92.0
2024-11-08,1000,20.1,85.0
2024-11-08,1100,20.6,84.0
2024-11-08,1200,21.5,83.0
2024-11-08,1300,22.4,79.0
2024-11-08,1400,24.7,67.0
2024-11-08,1500,23.4,75.0
2024-11-08,1600,18.4,95.0
2024-11-08,1700,20.0,91.0
2024-11-08,1800,20.5,86.0
2024-11-08,1900,20.8,82.0
2024-11-08,2000,21.0,82.0
2024-11-08,2100,20.2,87.0
2024-11-08,2200,19.7,89.0
2024-11-08,2300,19.6,90.0
2024-11-09,0,19.5,89.0
2024-11-09,100,19.4,90.0
