Data,Hora (UTC),Temp. Ins. (C),Umi. Ins. (%)
2025-06-12,1800,24.8,44.0
2025-06-12,1900,23.5,47.0
2025-06-12,2000,21.7,59.0
2025-06-12,2100,21.8,52.0
2025-06-12,2200,19.8,69.0
2025-06-12,2300,19.4,72.0
2025-06-13,0,20.5,66.0
2025-06-13,100,19.5,68.0
2025-06-13,200,19.4,70.0
2025-06-13,300,18.5,74.0
2025-06-13,400,18.1,75.0
2025-06-13,500,17.4,78.0
2025-06-13,600,16.5,81.0
2025-06-13,700,15.9,84.0
2025-06-13,800,15.6,86.0
2025-06-13,900,15.1,92.0
2025-06-13,1000,14.9,94.0
2025-06-13,1100,14.8,94.0
2025-06-13,1200,15.1,92.0
2025-06-13,1300,16.0,86.0
2025-06-13,1400,19.1,72.0
2025-06-13,1500,20.8,67.0
2025-06-13,1600,22.6,59.0
2025-06-13,1700,23.6,57.0
2025-06-13,1800,23.8,54.0
2025-06-13,1900,23.3,54.0
2025-06-13,2000,22.0,58.0
2025-06-13,2100,21.0,63.0
2025-06-13,2200,20.1,66.0
2025-06-13,2300,19.3,71.0
2025-06-14,0,18.1,75.0
2025-06-14,100,17.6,76.0
2025-06-14,200,17.1,77.0
2025-06-14,300,17.0,76.0
2025-06-14,400,16.6,77.0
2025-06-14,500,16.4,77.0
2025-06-14,600,15.5,81.0
2025-06-14,700,14.5,86.0
2025-06-14,800,13.8,88.0
2025-06-14,900,13.1,90.0
2025-06-14,1000,12.9,91.0
2025-06-14,1100,13.9,86.0
2025-06-14,1200,15.2,81.0
2025-06-14,1300,17.7,73.0
2025-06-14,1400,19.6,64.0
2025-06-14,1500,21.5,58.0
2025-06-14,1600,21.8,55.0
2025-06-14,1700,22.4,49.0
2025-06-14,1800,22.6,50.0
2025-06-14,1900,23.2,46.0
2025-06-14,2000,22.1,51.0
2025-06-14,2100,19.9,58.0
2025-06-14,2200,19.1,61.0
2025-06-14,2300,18.0,65.0
2025-06-15,0,17.4,68.0
2025-06-15,100,16.2,73.0
2025-06-15,200,15.9,73.0
2025-06-15,300,15.6,74.0
2025-06-15,400,15.4,74.0
2025-06-15,500,15.1,75.0
2025-06-15,600,14.4,78.0
2025-06-15,700,13.5,81.0
2025-06-15,800,11.9,85.0
2025-06-15,900,12.6,85.0
2025-06-15,1000,12.8,82.0
2025-06-15,1100,14.6,75.0
2025-06-15,1200,16.0,68.0
2025-06-15,1300,18.3,61.0
2025-06-15,1400,19.2,58.0
2025-06-15,1500,21.7,52.0
2025-06-15,1600,21.6,48.0
2025-06-15,1700,22.7,46.0
2025-06-15,1800,23.2,45.0
2025-06-15,1900,23.0,46.0
2025-06-15,2000,22.6,48.0
2025-06-15,2100,20.8,56.0
2025-06-15,2200,19.7,62.0
2025-06-15,2300,18.7,64.0
2025-06-16,0,18.0,67.0
2025-06-16,100,17.7,67.0
2025-06-16,200,16.9,71.0
2025-06-16,300,16.3,72.0
2025-06-16,400,16.0,73.0
2025-06-16,500,15.9,73.0
2025-06-16,600,15.3,75.0
2025-06-16,700,15.2,74.0
2025-06-16,800,14.9,73.0
2025-06-16,900,14.5,73.0
2025-06-16,1000,14.7,68.0
2025-06-16,1100,16.3,61.0
2025-06-16,1200,17.8,56.0
2025-06-16,1300,19.0,53.0
2025-06-16,1400,20.6,47.0
2025-06-16,1500,21.9,39.0
2025-06-16,1600,23.0,37.0
2025-06-16,1700,23.7,36.0
2025-06-16,1800,23.8,35.0
2025-06-16,1900,22.9,39.0
2025-06-16,2000,21.8,44.0
2025-06-16,2100,19.8,52.0
2025-06-16,2200,18.5,59.0
2025-06-16,2300,17.9,61.0
2025-06-17,0,17.5,62.0
2025-06-17,100,16.2,67.0
2025-06-17,200,16.1,67.0
2025-06-17,300,15.9,65.0
2025-06-17,400,16.1,61.0
2025-06-17,500,15.2,65.0
2025-06-17,600,14.8,66.0
2025-06-17,700,14.5,66.0
2025-06-17,800,14.0,73.0
2025-06-17,900,13.9,76.0
2025-06-17,1000,13.6,80.0
2025-06-17,1100,15.1,77.0
2025-06-17,1200,16.6,74.0
2025-06-17,1300,18.2,70.0
2025-06-17,1400,20.2,65.0
2025-06-17,1500,21.8,58.0
2025-06-17,1600,23.2,53.0
2025-06-17,1700,23.6,48.0
2025-06-17,1800,23.9,46.0
2025-06-17,1900,24.3,42.0
2025-06-17,2000,23.7,45.0
2025-06-17,2100,21.6,51.0
2025-06-17,2200,20.5,58.0
2025-06-17,2300,19.7,64.0
2025-06-18,0,19.8,66.0
2025-06-18,100,18.6,70.0
2025-06-18,200,17.9,74.0
2025-06-18,300,18.3,72.0
2025-06-18,400,17.3,75.0
2025-06-18,500,16.8,77.0
2025-06-18,600,16.5,77.0
2025-06-18,700,15.7,80.0
2025-06-18,800,14.8,84.0
2025-06-18,900,14.8,84.0
2025-06-18,1000,14.2,85.0
2025-06-18,1100,16.3,77.0
2025-06-18,1200,17.6,71.0
2025-06-18,1300,19.7,66.0
2025-06-18,1400,20.9,62.0
2025-06-18,1500,23.1,53.0
2025-06-18,1600,22.7,53.0
2025-06-18,1700,25.0,45.0
2025-06-18,1800,22.9,48.0
2025-06-18,1900,22.6,50.0
2025-06-18,2000,22.6,50.0
2025-06-18,2100,22.2,53.0
2025-06-18,2200,20.8,59.0
2025-06-18,2300,20.5,61.0
2025-06-19,0,20.3,60.0
2025-06-19,100,18.8,65.0
2025-06-19,200,18.4,66.0
2025-06-19,300,17.6,71.0
2025-06-19,400,15.6,82.0
2025-06-19,500,16.3,81.0
2025-06-19,600,16.7,78.0
2025-06-19,700,17.8,70.0
2025-06-19,800,17.7,68.0
2025-06-19,900,17.1,73.0
2025-06-19,1000,16.6,78.0
2025-06-19,1100,17.2,78.0
2025-06-19,1200,18.3,75.0
2025-06-19,1300,19.4,72.0
2025-06-19,1400,20.9,66.0
2025-06-19,1500,20.9,63.0
2025-06-19,1600,22.6,58.0
2025-06-19,1700,23.1,54.0
2025-06-19,1800,24.1,48.0
2025-06-19,1900,22.8,48.0
2025-06-19,2000,22.4,50.0
2025-06-19,2100,21.3,53.0
2025-06-19,2200,20.4,58.0
2025-06-19,2300,19.6,62.0
2025-06-20,0,16.9,73.0
2025-06-20,100,18.6,65.0
2025-06-20,200,17.6,69.0
2025-06-20,300,17.4,70.0
2025-06-20,400,16.8,74.0
2025-06-20,500,16.8,73.0
2025-06-20,600,13.1,89.0
2025-06-20,700,15.3,83.0
2025-06-20,800,12.5,88.0
2025-06-20,900,12.0,93.0
2025-06-20,1000,12.5,94.0
2025-06-20,1100,16.5,71.0
2025-06-20,1200,18.1,67.0
2025-06-20,1300,20.0,61.0
2025-06-20,1400,21.8,54.0
2025-06-20,1500,23.6,42.0
2025-06-20,1600,24.0,33.0
2025-06-20,1700,23.6,36.0
2025-06-20,1800,24.8,33.0
2025-06-20,1900,24.6,33.0
2025-06-20,2000,23.0,39.0
2025-06-20,2100,22.3,43.0
2025-06-20,2200,21.7,47.0
2025-06-20,2300,21.0,50.0
2025-06-21,0,21.1,50.0
2025-06-21,100,19.8,59.0
2025-06-21,200,18.8,65.0
2025-06-21,300,16.9,70.0
2025-06-21,400,14.0,81.0
2025-06-21,500,15.7,77.0
2025-06-21,600,14.1,81.0
2025-06-21,700,12.7,86.0
2025-06-21,800,12.4,89.0
2025-06-21,900,12.6,88.0
2025-06-21,1000,12.0,92.0
2025-06-21,1100,17.3,70.0
2025-06-21,1200,20.5,55.0
2025-06-21,1300,22.6,45.0
2025-06-21,1400,24.6,32.0
2025-06-21,1500,25.0,30.0
2025-06-21,1600,25.4,31.0
2025-06-21,1700,25.8,27.0
2025-06-21,1800,26.3,28.0
2025-06-21,1900,25.8,29.0
2025-06-21,2000,25.0,31.0
2025-06-21,2100,21.3,44.0
2025-06-21,2200,17.5,58.0
2025-06-21,2300,18.3,56.0
2025-06-22,0,17.3,68.0
2025-06-22,100,16.4,74.0
2025-06-22,200,14.9,83.0
2025-06-22,300,14.3,83.0
2025-06-22,400,15.5,77.0
2025-06-22,500,14.6,80.0
2025-06-22,600,13.7,85.0
2025-06-22,700,13.5,85.0
2025-06-22,800,13.7,85.0
2025-06-22,900,13.5,84.0
2025-06-22,1000,13.6,82.0
2025-06-22,1100,18.7,63.0
2025-06-22,1200,21.9,51.0
2025-06-22,1300,24.2,45.0
2025-06-22,1400,25.9,28.0
2025-06-22,1500,25.9,29.0
2025-06-22,1600,27.3,29.0
2025-06-22,1700,26.8,32.0
2025-06-22,1800,27.6,31.0
2025-06-22,1900,26.7,33.0
2025-06-22,2000,25.9,34.0
2025-06-22,2100,23.1,45.0
2025-06-22,2200,20.3,56.0
2025-06-22,2300,17.6,67.0
2025-06-23,0,17.1,68.0
2025-06-23,100,17.5,67.0
2025-06-23,200,16.6,70.0
2025-06-23,300,15.8,72.0
2025-06-23,400,15.7,76.0
2025-06-23,500,15.7,73.0
2025-06-23,600,15.2,78.0
2025-06-23,700,14.3,84.0
2025-06-23,800,14.3,86.0
2025-06-23,900,14.2,85.0
2025-06-23,1000,14.6,85.0
2025-06-23,1100,19.9,65.0
2025-06-23,1200,23.0,52.0
2025-06-23,1300,24.6,49.0
2025-06-23,1400,26.2,43.0
2025-06-23,1500,27.1,39.0
2025-06-23,1600,27.5,37.0
2025-06-23,1700,27.6,34.0
2025-06-23,1800,28.5,32.0
2025-06-23,1900,27.4,32.0
2025-06-23,2000,26.7,35.0
2025-06-23,2100,22.8,49.0
2025-06-23,2200,19.6,62.0
2025-06-23,2300,19.6,63.0
2025-06-24,0,18.4,68.0
2025-06-24,100,17.6,71.0
2025-06-24,200,17.8,69.0
2025-06-24,300,18.1,69.0
2025-06-24,400,18.6,75.0
2025-06-24,500,17.5,86.0
2025-06-24,600,16.8,89.0
2025-06-24,700,16.7,89.0
2025-06-24,800,16.8,90.0
2025-06-24,900,17.0,90.0
2025-06-24,1000,17.2,90.0
2025-06-24,1100,17.3,90.0
2025-06-24,1200,18.3,82.0
2025-06-24,1300,18.5,79.0
2025-06-24,1400,19.3,74.0
2025-06-24,1500,21.0,68.0
2025-06-24,1600,22.4,64.0
2025-06-24,1700,23.3,60.0
2025-06-24,1800,22.8,57.0
2025-06-24,1900,22.8,58.0
2025-06-24,2000,22.1,61.0
2025-06-24,2100,20.2,72.0
2025-06-24,2200,19.4,74.0
2025-06-24,2300,19.0,75.0
2025-06-25,0,18.9,76.0
2025-06-25,100,19.1,77.0
2025-06-25,200,16.9,95.0
2025-06-25,300,16.6,96.0
2025-06-25,400,16.5,96.0
2025-06-25,500,16.1,97.0
2025-06-25,600,16.2,97.0
2025-06-25,700,16.4,95.0
2025-06-25,800,16.0,95.0
2025-06-25,900,15.1,97.0
2025-06-25,1000,15.0,98.0
2025-06-25,1100,15.3,98.0
2025-06-25,1200,15.7,96.0
2025-06-25,1300,16.8,89.0
2025-06-25,1400,18.8,77.0
2025-06-25,1500,21.5,68.0
2025-06-25,1600,23.4,56.0
2025-06-25,1700,24.4,51.0
2025-06-25,1800,24.7,50.0
2025-06-25,1900,25.2,46.0
2025-06-25,2000,24.6,47.0
2025-06-25,2100,23.0,53.0
2025-06-25,2200,22.4,55.0
2025-06-25,2300,21.7,57.0
2025-06-26,0,20.6,60.0
2025-06-26,100,19.3,68.0
2025-06-26,200,19.5,71.0
2025-06-26,300,18.2,77.0
2025-06-26,400,18.7,76.0
2025-06-26,500,17.9,79.0
2025-06-26,600,17.6,78.0
2025-06-26,700,17.0,81.0
2025-06-26,800,16.3,84.0
2025-06-26,900,15.7,87.0
2025-06-26,1000,15.3,89.0
2025-06-26,1100,16.3,85.0
2025-06-26,1200,17.6,79.0
2025-06-26,1300,19.0,73.0
2025-06-26,1400,21.0,64.0
2025-06-26,1500,22.5,58.0
2025-06-26,1600,23.4,53.0
2025-06-26,1700,24.3,49.0
2025-06-26,1800,24.3,48.0
2025-06-26,1900,24.8,46.0
2025-06-26,2000,24.1,46.0
2025-06-26,2100,22.5,50.0
2025-06-26,2200,21.5,53.0
2025-06-26,2300,20.5,59.0
2025-06-27,0,19.6,63.0
2025-06-27,100,18.7,67.0
2025-06-27,200,18.2,70.0
2025-06-27,300,17.9,71.0
2025-06-27,400,17.6,72.0
2025-06-27,500,17.3,72.0
2025-06-27,600,13.5,88.0
2025-06-27,700,13.0,92.0
2025-06-27,800,12.8,92.0
2025-06-27,900,15.4,82.0
2025-06-27,1000,12.3,93.0
2025-06-27,1100,16.6,81.0
2025-06-27,1200,19.1,71.0
2025-06-27,1300,20.8,63.0
2025-06-27,1400,22.1,56.0
2025-06-27,1500,23.3,50.0
2025-06-27,1600,25.1,48.0
2025-06-27,1700,25.6,43.0
2025-06-27,1800,25.4,42.0
2025-06-27,1900,25.2,41.0
2025-06-27,2000,24.9,43.0
2025-06-27,2100,22.4,49.0
2025-06-27,2200,20.7,56.0
2025-06-27,2300,20.0,59.0
2025-06-28,0,19.7,60.0
2025-06-28,100,18.9,65.0
2025-06-28,200,18.3,67.0
2025-06-28,300,18.2,68.0
2025-06-28,400,17.8,70.0
2025-06-28,500,17.0,74.0
2025-06-28,600,17.4,71.0
2025-06-28,700,16.9,74.0
2025-06-28,800,16.0,79.0
2025-06-28,900,15.4,83.0
2025-06-28,1000,16.4,78.0
2025-06-28,1100,17.4,75.0
2025-06-28,1200,18.9,68.0
2025-06-28,1300,21.0,61.0
2025-06-28,1400,22.2,57.0
2025-06-28,1500,23.5,53.0
2025-06-28,1600,24.5,48.0
2025-06-28,1700,25.4,46.0
2025-06-28,1800,26.2,41.0
2025-06-28,1900,25.4,43.0
2025-06-28,2000,24.8,44.0
2025-06-28,2100,22.5,51.0
2025-06-28,2200,21.6,53.0
2025-06-28,2300,20.6,54.0
2025-06-29,0,19.3,60.0
2025-06-29,100,19.6,61.0
2025-06-29,200,18.8,64.0
2025-06-29,300,18.6,65.0
2025-06-29,400,18.1,66.0
2025-06-29,500,18.1,61.0
2025-06-29,600,17.9,63.0
2025-06-29,700,17.5,63.0
2025-06-29,800,15.7,72.0
2025-06-29,900,13.0,82.0
2025-06-29,1000,14.3,80.0
2025-06-29,1100,17.4,69.0
2025-06-29,1200,19.3,61.0
2025-06-29,1300,20.8,56.0
2025-06-29,1400,22.5,52.0
2025-06-29,1500,23.3,50.0
2025-06-29,1600,25.2,36.0
2025-06-29,1700,25.8,37.0
2025-06-29,1800,26.6,33.0
2025-06-29,1900,25.6,36.0
2025-06-29,2000,24.0,41.0
2025-06-29,2100,22.3,49.0
2025-06-29,2200,22.1,53.0
2025-06-29,2300,20.3,59.0
2025-06-30,0,18.4,69.0
2025-06-30,100,18.8,63.0
2025-06-30,200,17.0,74.0
2025-06-30,300,18.2,70.0
2025-06-30,400,17.8,72.0
2025-06-30,500,16.7,76.0
2025-06-30,600,14.6,85.0
2025-06-30,700,13.8,88.0
2025-06-30,800,13.6,88.0
2025-06-30,900,13.4,89.0
2025-06-30,1000,15.8,81.0
2025-06-30,1100,18.3,69.0
2025-06-30,1200,20.0,61.0
2025-06-30,1300,21.1,56.0
2025-06-30,1400,22.3,52.0
2025-06-30,1500,24.0,44.0
2025-06-30,1600,24.2,42.0
2025-06-30,1700,25.2,39.0
2025-06-30,1800,24.9,40.0
2025-06-30,1900,24.8,38.0
2025-06-30,2000,24.2,40.0
2025-06-30,2100,22.5,45.0
2025-06-30,2200,19.2,59.0
2025-06-30,2300,17.8,64.0
2025-07-01,0,16.0,72.0
2025-07-01,100,19.1,56.0
2025-07-01,200,18.0,61.0
2025-07-01,300,17.7,60.0
2025-07-01,400,17.7,59.0
2025-07-01,500,13.4,79.0
2025-07-01,600,12.5,83.0
2025-07-01,700,11.9,87.0
2025-07-01,800,12.0,85.0
2025-07-01,900,14.0,77.0
2025-07-01,1000,12.2,83.0
2025-07-01,1100,16.5,64.0
2025-07-01,1200,19.3,52.0
2025-07-01,1300,20.8,51.0
2025-07-01,1400,22.8,45.0
2025-07-01,1500,23.5,37.0
2025-07-01,1600,23.9,34.0
2025-07-01,1700,25.0,35.0
2025-07-01,1800,25.1,34.0
2025-07-01,1900,25.1,33.0
2025-07-01,2000,24.5,34.0
2025-07-01,2100,22.4,41.0
2025-07-01,2200,21.4,46.0
2025-07-01,2300,20.0,52.0
2025-07-02,0,19.4,51.0
2025-07-02,100,18.9,54.0
2025-07-02,200,18.0,57.0
2025-07-02,300,17.4,60.0
2025-07-02,400,15.6,67.0
2025-07-02,500,14.9,67.0
2025-07-02,600,13.8,74.0
2025-07-02,700,14.3,71.0
2025-07-02,800,12.2,82.0
2025-07-02,900,13.1,78.0
2025-07-02,1000,15.5,66.0
2025-07-02,1100,16.4,63.0
2025-07-02,1200,18.2,56.0
2025-07-02,1300,19.3,54.0
2025-07-02,1400,21.5,46.0
2025-07-02,1500,22.6,42.0
2025-07-02,1600,24.6,35.0
2025-07-02,1700,24.6,35.0
2025-07-02,1800,25.5,34.0
2025-07-02,1900,24.8,34.0
2025-07-02,2000,23.9,36.0
2025-07-02,2100,22.2,41.0
2025-07-02,2200,20.0,51.0
2025-07-02,2300,18.8,56.0
2025-07-03,0,18.1,58.0
2025-07-03,100,17.4,61.0
2025-07-03,200,16.6,65.0
2025-07-03,300,16.3,67.0
2025-07-03,400,16.3,66.0
2025-07-03,500,15.4,70.0
2025-07-03,600,12.2,82.0
2025-07-03,700,14.6,73.0
2025-07-03,800,14.3,74.0
2025-07-03,900,14.1,74.0
2025-07-03,1000,13.8,76.0
2025-07-03,1100,15.5,70.0
2025-07-03,1200,17.3,62.0
2025-07-03,1300,18.7,59.0
2025-07-03,1400,20.3,53.0
2025-07-03,1500,21.5,49.0
2025-07-03,1600,22.6,44.0
2025-07-03,1700,23.4,42.0
2025-07-03,1800,23.8,40.0
2025-07-03,1900,23.9,40.0
2025-07-03,2000,22.8,43.0
2025-07-03,2100,20.8,50.0
2025-07-03,2200,18.5,60.0
2025-07-03,2300,17.7,65.0
2025-07-04,0,17.4,66.0
2025-07-04,100,17.1,66.0
2025-07-04,200,16.3,70.0
2025-07-04,300,14.4,77.0
2025-07-04,400,13.4,82.0
2025-07-04,500,14.4,77.0
2025-07-04,600,14.6,76.0
2025-07-04,700,14.7,76.0
2025-07-04,800,14.9,74.0
2025-07-04,900,14.8,73.0
2025-07-04,1000,14.7,73.0
2025-07-04,1100,16.0,69.0
2025-07-04,1200,17.5,63.0
2025-07-04,1300,18.5,59.0
2025-07-04,1400,20.0,54.0
2025-07-04,1500,21.2,47.0
2025-07-04,1600,22.7,42.0
2025-07-04,1700,22.5,40.0
2025-07-04,1800,22.8,40.0
2025-07-04,1900,22.3,41.0
2025-07-04,2000,21.6,45.0
2025-07-04,2100,19.7,54.0
2025-07-04,2200,18.3,60.0
2025-07-04,2300,17.8,63.0
2025-07-05,0,17.2,65.0
2025-07-05,100,15.9,71.0
2025-07-05,200,15.1,71.0
2025-07-05,300,11.6,90.0
2025-07-05,400,12.1,86.0
2025-07-05,500,11.2,90.0
2025-07-05,600,11.4,87.0
2025-07-05,700,12.0,85.0
2025-07-05,800,13.1,80.0
2025-07-05,900,13.2,82.0
2025-07-05,1000,13.2,83.0
2025-07-05,1100,14.9,79.0
2025-07-05,1200,16.6,75.0
2025-07-05,1300,18.8,69.0
2025-07-05,1400,20.0,61.0
2025-07-05,1500,20.9,54.0
2025-07-05,1600,22.0,45.0
2025-07-05,1700,22.9,43.0
2025-07-05,1800,23.3,42.0
2025-07-05,1900,23.1,39.0
2025-07-05,2000,22.4,38.0
2025-07-05,2100,20.8,43.0
2025-07-05,2200,20.1,51.0
2025-07-05,2300,19.4,55.0
2025-07-06,0,18.5,60.0
2025-07-06,100,17.5,64.0
2025-07-06,200,15.4,70.0
2025-07-06,300,14.1,77.0
2025-07-06,400,13.5,81.0
2025-07-06,500,14.4,77.0
2025-07-06,600,12.1,86.0
2025-07-06,700,11.2,89.0
2025-07-06,800,11.0,92.0
2025-07-06,900,13.0,88.0
2025-07-06,1000,11.5,90.0
2025-07-06,1100,16.7,73.0
2025-07-06,1200,18.1,67.0
2025-07-06,1300,19.8,61.0
2025-07-06,1400,21.8,47.0
2025-07-06,1500,23.0,40.0
2025-07-06,1600,22.9,39.0
2025-07-06,1700,23.7,37.0
2025-07-06,1800,23.8,34.0
2025-07-06,1900,23.7,36.0
2025-07-06,2000,23.3,37.0
2025-07-06,2100,21.0,45.0
2025-07-06,2200,19.3,52.0
2025-07-06,2300,17.9,55.0
2025-07-07,0,18.1,56.0
2025-07-07,100,18.0,56.0
2025-07-07,200,17.5,60.0
2025-07-07,300,17.1,63.0
2025-07-07,400,16.4,65.0
2025-07-07,500,12.1,84.0
2025-07-07,600,11.7,86.0
2025-07-07,700,11.0,90.0
2025-07-07,800,10.5,90.0
2025-07-07,900,10.8,92.0
2025-07-07,1000,10.6,90.0
2025-07-07,1100,16.4,65.0
2025-07-07,1200,18.7,57.0
2025-07-07,1300,20.6,48.0
2025-07-07,1400,21.9,44.0
2025-07-07,1500,24.1,36.0
2025-07-07,1600,24.1,30.0
2025-07-07,1700,24.1,31.0
2025-07-07,1800,25.1,31.0
2025-07-07,1900,24.4,32.0
2025-07-07,2000,23.9,32.0
2025-07-07,2100,21.7,38.0
2025-07-07,2200,20.6,41.0
2025-07-07,2300,19.0,47.0
2025-07-08,0,18.2,52.0
2025-07-08,100,18.0,54.0
2025-07-08,200,17.7,56.0
2025-07-08,300,15.5,65.0
2025-07-08,400,13.5,75.0
2025-07-08,500,13.2,75.0
2025-07-08,600,13.0,76.0
2025-07-08,700,12.3,79.0
2025-07-08,800,13.9,73.0
2025-07-08,900,13.9,77.0
2025-07-08,1000,14.2,74.0
2025-07-08,1100,15.7,70.0
2025-07-08,1200,17.4,63.0
2025-07-08,1300,19.1,57.0
2025-07-08,1400,21.3,51.0
2025-07-08,1500,22.7,42.0
2025-07-08,1600,23.5,36.0
2025-07-08,1700,23.4,37.0
2025-07-08,1800,24.0,34.0
2025-07-08,1900,24.2,35.0
2025-07-08,2000,23.9,35.0
2025-07-08,2100,19.4,52.0
2025-07-08,2200,20.4,49.0
2025-07-08,2300,19.6,53.0
2025-07-09,0,18.9,56.0
2025-07-09,100,18.8,56.0
2025-07-09,200,18.9,53.0
2025-07-09,300,17.5,58.0
2025-07-09,400,16.8,61.0
2025-07-09,500,16.3,63.0
2025-07-09,600,16.1,64.0
2025-07-09,700,15.6,65.0
2025-07-09,800,15.8,62.0
2025-07-09,900,15.3,64.0
2025-07-09,1000,14.6,65.0
2025-07-09,1100,16.6,57.0
2025-07-09,1200,18.2,52.0
2025-07-09,1300,20.0,47.0
2025-07-09,1400,22.0,43.0
2025-07-09,1500,23.1,36.0
2025-07-09,1600,23.9,31.0
2025-07-09,1700,24.2,33.0
2025-07-09,1800,23.5,34.0
2025-07-09,1900,24.0,31.0
2025-07-09,2000,23.2,33.0
2025-07-09,2100,21.0,44.0
2025-07-09,2200,20.3,47.0
2025-07-09,2300,19.3,49.0
2025-07-10,0,18.8,51.0
2025-07-10,100,18.3,51.0
2025-07-10,200,17.6,54.0
2025-07-10,300,17.1,56.0
2025-07-10,400,16.4,58.0
2025-07-10,500,16.1,58.0
2025-07-10,600,15.8,59.0
2025-07-10,700,15.5,59.0
2025-07-10,800,14.9,62.0
2025-07-10,900,14.2,63.0
2025-07-10,1000,13.8,66.0
2025-07-10,1100,15.3,62.0
2025-07-10,1200,16.8,57.0
2025-07-10,1300,18.2,54.0
2025-07-10,1400,20.1,47.0
2025-07-10,1500,21.0,45.0
2025-07-10,1600,21.8,41.0
2025-07-10,1700,22.5,37.0
2025-07-10,1800,23.2,34.0
2025-07-10,1900,21.7,40.0
2025-07-10,2000,21.1,43.0
2025-07-10,2100,20.5,44.0
2025-07-10,2200,20.0,47.0
2025-07-10,2300,19.6,49.0
2025-07-11,0,19.2,50.0
2025-07-11,100,18.5,52.0
2025-07-11,200,17.7,55.0
2025-07-11,300,18.0,54.0
2025-07-11,400,17.5,57.0
2025-07-11,500,17.0,58.0
2025-07-11,600,16.3,61.0
2025-07-11,700,16.3,63.0
2025-07-11,800,15.8,69.0
2025-07-11,900,15.5,72.0
2025-07-11,1000,15.1,75.0
2025-07-11,1100,15.1,80.0
2025-07-11,1200,16.0,78.0
2025-07-11,1300,17.2,72.0
2025-07-11,1400,18.9,62.0
2025-07-11,1500,20.0,57.0
2025-07-11,1600,21.2,51.0
2025-07-11,1700,21.3,47.0
2025-07-11,1800,21.7,41.0
2025-07-11,1900,21.8,42.0
2025-07-11,2000,21.1,41.0
2025-07-11,2100,19.4,49.0
2025-07-11,2200,18.7,53.0
2025-07-11,2300,18.2,56.0
2025-07-12,0,17.5,60.0
2025-07-12,100,16.7,65.0
2025-07-12,200,16.4,66.0
2025-07-12,300,14.7,75.0
2025-07-12,400,15.2,73.0
2025-07-12,500,14.7,78.0
2025-07-12,600,14.8,80.0
2025-07-12,700,14.2,84.0
2025-07-12,800,13.9,87.0
2025-07-12,900,13.3,89.0
2025-07-12,1000,13.0,92.0
2025-07-12,1100,13.9,90.0
2025-07-12,1200,14.5,87.0
2025-07-12,1300,16.4,80.0
2025-07-12,1400,18.4,69.0
2025-07-12,1500,20.7,57.0
2025-07-12,1600,21.7,51.0
2025-07-12,1700,22.4,47.0
2025-07-12,1800,22.6,43.0
2025-07-12,1900,22.3,42.0
2025-07-12,2000,21.7,43.0
2025-07-12,2100,20.4,48.0
2025-07-12,2200,19.1,55.0
2025-07-12,2300,18.4,57.0
2025-07-13,0,18.0,58.0
2025-07-13,100,17.4,59.0
2025-07-13,200,16.8,61.0
2025-07-13,300,16.6,61.0
2025-07-13,400,16.3,63.0
2025-07-13,500,15.8,66.0
2025-07-13,600,15.5,68.0
2025-07-13,700,14.9,75.0
2025-07-13,800,14.5,80.0
2025-07-13,900,14.0,84.0
2025-07-13,1000,13.8,87.0
2025-07-13,1100,14.3,87.0
2025-07-13,1200,15.0,84.0
2025-07-13,1300,15.8,80.0
2025-07-13,1400,18.0,71.0
2025-07-13,1500,19.0,66.0
2025-07-13,1600,20.7,57.0
2025-07-13,1700,21.1,50.0
2025-07-13,1800,21.1,47.0
2025-07-13,1900,20.9,51.0
2025-07-13,2000,20.5,52.0
2025-07-13,2100,19.2,56.0
2025-07-13,2200,18.2,63.0
2025-07-13,2300,18.0,65.0
2025-07-14,0,18.1,64.0
2025-07-14,100,17.8,66.0
2025-07-14,200,17.6,66.0
2025-07-14,300,16.2,74.0
2025-07-14,400,16.6,72.0
2025-07-14,500,16.8,70.0
2025-07-14,600,16.6,71.0
2025-07-14,700,16.4,71.0
2025-07-14,800,16.1,72.0
2025-07-14,900,15.7,73.0
2025-07-14,1000,15.8,72.0
2025-07-14,1100,16.2,70.0
2025-07-14,1200,17.2,66.0
2025-07-14,1300,18.8,59.0
2025-07-14,1400,20.8,46.0
2025-07-14,1500,21.2,37.0
2025-07-14,1600,21.7,38.0
2025-07-14,1700,21.7,35.0
2025-07-14,1800,23.0,35.0
2025-07-14,1900,22.7,34.0
2025-07-14,2000,22.0,35.0
2025-07-14,2100,20.5,41.0
2025-07-14,2200,19.3,45.0
2025-07-14,2300,19.0,48.0
2025-07-15,0,18.1,50.0
2025-07-15,100,17.4,53.0
2025-07-15,200,16.9,56.0
2025-07-15,300,16.3,60.0
2025-07-15,400,16.0,62.0
2025-07-15,500,15.7,63.0
2025-07-15,600,15.0,66.0
2025-07-15,700,11.1,84.0
2025-07-15,800,12.5,76.0
2025-07-15,900,13.8,72.0
2025-07-15,1000,13.7,72.0
2025-07-15,1100,15.8,64.0
2025-07-15,1200,17.8,53.0
2025-07-15,1300,19.5,48.0
2025-07-15,1400,20.6,45.0
2025-07-15,1500,21.9,40.0
2025-07-15,1600,21.9,41.0
2025-07-15,1700,23.0,37.0
2025-07-15,1800,23.1,38.0
2025-07-15,1900,21.7,40.0
